Customer ID,Segment,Total Orders,Total Items Ordered,Total Revenue CAD,Total Returns CAD,Return Rate %,Total COGS CAD,Total Return Processing Cost CAD,Total Shipping Cost CAD,Total Net Profit CAD,Profitable
CUST10560,Serial Returner,8,13,1751.62,528.91,30.2,520.0,94.0,68.0,438.71,Yes
CUST10561,Bracket Buyer,4,11,1617.1,146.69,9.1,440.0,43.0,34.0,855.41,Yes
CUST10562,Bracket Buyer,3,8,909.09,359.25,39.5,320.0,61.0,25.5,179.34,Yes
CUST10563,Occasional Returner,5,7,751.38,0,0.0,280.0,0,42.5,460.88,Yes
CUST10564,Occasional Returner,7,12,1120.13,51.1,4.6,480.0,19.5,59.5,568.03,Yes
CUST10565,Occasional Returner,6,9,692.19,0,0.0,360.0,0,51.0,407.19,Yes
CUST10566,Bracket Buyer,6,17,1066.95,659.88,61.8,680.0,163.5,51.0,-175.43,No
CUST10567,Occasional Returner,2,4,663.74,0,0.0,160.0,0,17.0,446.74,Yes
CUST10568,Serial Returner,7,11,786.5,284.1,36.1,440.0,84.0,59.5,20.9,Yes
CUST10569,Occasional Returner,3,4,394.56,0,0.0,160.0,0,25.5,237.06,Yes
CUST10570,Serial Returner,5,8,915.49,364.93,39.9,320.0,88.0,42.5,48.06,Yes
CUST10571,Bracket Buyer,3,9,828.81,552.54,66.7,360.0,104.5,25.5,-171.73,No
CUST10572,Occasional Returner,6,7,578.74,69.25,12.0,280.0,17.5,51.0,192.99,Yes
CUST10573,Occasional Returner,3,4,236.99,24.96,10.5,160.0,19.5,25.5,67.03,Yes
CUST10574,Occasional Returner,8,12,1450.81,565.72,39.0,480.0,80.5,68.0,248.59,Yes
CUST10575,Occasional Returner,9,12,1184.81,52.54,4.4,480.0,19.5,76.5,546.27,Yes
CUST10576,Serial Returner,6,10,1127.07,380.42,33.8,400.0,109.5,51.0,158.15,Yes
CUST10577,Bracket Buyer,5,13,1385.59,832.45,60.1,520.0,144.0,42.5,-221.36,No
CUST10578,Loyal Buyer,9,9,826.27,163.35,19.8,360.0,25.5,76.5,278.92,Yes
CUST10579,Loyal Buyer,11,13,1571.78,152.42,9.7,520.0,25.5,93.5,764.36,Yes
CUST10580,Loyal Buyer,7,8,949.0,0,0.0,320.0,0,59.5,553.5,Yes
CUST10581,Occasional Returner,3,4,346.91,38.42,11.1,160.0,19.5,25.5,131.49,Yes
CUST10582,Serial Returner,9,16,1746.39,550.2,31.5,640.0,133.0,76.5,334.69,Yes
CUST10583,Loyal Buyer,5,5,455.49,52.92,11.6,200.0,19.5,42.5,156.57,Yes
CUST10584,Loyal Buyer,6,6,508.47,0,0.0,240.0,0,51.0,267.47,Yes
CUST10585,Loyal Buyer,11,12,941.2,79.03,8.4,480.0,39.0,93.5,343.67,Yes
CUST10586,Occasional Returner,7,11,877.99,156.09,17.8,440.0,41.0,59.5,271.4,Yes
CUST10587,Serial Returner,5,6,481.64,341.35,70.9,240.0,70.5,42.5,-152.71,No
CUST10588,Serial Returner,10,19,1955.44,327.19,16.7,760.0,66.5,85.0,744.75,Yes
CUST10589,Occasional Returner,3,6,305.92,0,0.0,240.0,0,25.5,184.42,Yes
CUST10590,Bracket Buyer,3,6,475.22,237.61,50.0,240.0,58.5,25.5,1.61,Yes
CUST10591,Occasional Returner,5,8,414.56,111.25,26.8,320.0,39.0,42.5,87.81,Yes
CUST10592,Loyal Buyer,10,10,1015.83,59.46,5.9,400.0,19.5,85.0,471.87,Yes
CUST10593,Bracket Buyer,2,6,546.06,364.04,66.7,240.0,71.0,17.0,-109.98,No
CUST10594,Occasional Returner,3,4,268.54,58.51,21.8,160.0,17.5,25.5,55.03,Yes
CUST10595,Occasional Returner,4,5,553.87,300.77,54.3,200.0,53.0,34.0,-59.9,No
CUST10596,Serial Returner,6,9,926.46,489.56,52.8,360.0,111.5,51.0,-113.6,No
CUST10597,Bracket Buyer,8,21,1918.63,667.23,34.8,840.0,163.0,68.0,308.4,Yes
CUST10598,Occasional Returner,6,7,469.14,51.4,11.0,280.0,19.5,51.0,183.24,Yes
CUST10599,Loyal Buyer,7,7,503.44,0,0.0,280.0,0,59.5,257.94,Yes
CUST10600,Bracket Buyer,6,15,2156.52,793.23,36.8,600.0,141.5,51.0,494.79,Yes
CUST10601,Serial Returner,8,15,1348.3,269.61,20.0,600.0,66.5,68.0,446.19,Yes
CUST10602,Occasional Returner,2,3,194.98,125.67,64.5,120.0,43.0,17.0,-70.69,No
CUST10603,Occasional Returner,4,5,416.38,114.47,27.5,200.0,37.0,34.0,66.91,Yes
CUST10604,Loyal Buyer,9,9,857.42,0,0.0,360.0,0,76.5,464.92,Yes
CUST10605,Bracket Buyer,6,13,1193.14,622.16,52.1,520.0,139.0,51.0,-35.02,No
CUST10606,Bracket Buyer,6,17,2544.27,1159.79,45.6,680.0,177.5,51.0,231.98,Yes
CUST10607,Serial Returner,5,10,1200.14,404.79,33.7,400.0,94.0,42.5,186.85,Yes
CUST10608,Loyal Buyer,6,6,813.47,0,0.0,240.0,0,51.0,464.47,Yes
CUST10609,Serial Returner,11,19,2197.75,475.03,21.6,760.0,115.5,93.5,577.72,Yes
CUST10610,Bracket Buyer,6,14,1226.45,653.41,53.3,560.0,129.5,51.0,-53.46,No
CUST10611,Serial Returner,8,13,933.72,83.55,8.9,520.0,39.0,68.0,423.17,Yes
CUST10612,Loyal Buyer,9,9,968.11,63.44,6.6,360.0,17.5,76.5,468.67,Yes
CUST10613,Occasional Returner,2,3,397.41,144.1,36.3,120.0,27.5,17.0,0.81,Yes
CUST10614,Loyal Buyer,7,8,741.99,0,0.0,320.0,0,59.5,412.49,Yes
CUST10615,Occasional Returner,3,5,722.81,39.97,5.5,200.0,19.5,25.5,397.84,Yes
CUST10616,Bracket Buyer,4,10,1035.15,599.09,57.9,400.0,114.0,34.0,-81.94,No
CUST10617,Bracket Buyer,8,23,1661.69,633.16,38.1,920.0,147.5,68.0,241.03,Yes
CUST10618,Occasional Returner,8,11,900.75,233.07,25.9,440.0,27.5,68.0,266.18,Yes
CUST10619,Bracket Buyer,5,14,917.42,587.8,64.1,560.0,141.5,42.5,-194.38,No
CUST10620,Loyal Buyer,6,6,620.24,0,0.0,240.0,0,51.0,343.24,Yes
CUST10621,Loyal Buyer,5,5,585.49,208.2,35.6,200.0,27.5,42.5,87.29,Yes
CUST10622,Serial Returner,5,8,1184.51,596.42,50.4,320.0,98.0,42.5,39.59,Yes
CUST10623,Occasional Returner,4,4,278.66,173.86,62.4,160.0,45.0,34.0,-74.2,No
CUST10624,Bracket Buyer,8,20,1714.54,692.8,40.4,800.0,145.5,68.0,144.24,Yes
CUST10625,Occasional Returner,3,3,289.23,212.8,73.6,120.0,45.0,25.5,-126.07,No
CUST10626,Occasional Returner,3,4,293.86,55.86,19.0,160.0,17.5,25.5,83.0,Yes
CUST10627,Occasional Returner,2,3,195.25,0,0.0,120.0,0,17.0,118.25,Yes
CUST10628,Loyal Buyer,7,8,596.55,0,0.0,320.0,0,59.5,329.05,Yes
CUST10629,Bracket Buyer,4,13,1406.98,715.56,50.9,520.0,128.5,34.0,-39.08,No
CUST10630,Occasional Returner,4,5,651.08,0,0.0,200.0,0,34.0,371.08,Yes
CUST10631,Bracket Buyer,6,19,1663.59,1154.71,69.4,760.0,233.0,51.0,-427.12,No
CUST10632,Occasional Returner,2,3,225.43,58.77,26.1,120.0,17.5,17.0,46.16,Yes
CUST10633,Loyal Buyer,9,9,999.21,300.64,30.1,360.0,45.0,76.5,249.07,Yes
CUST10634,Bracket Buyer,4,10,775.42,371.4,47.9,400.0,71.0,34.0,19.02,Yes
CUST10635,Loyal Buyer,7,9,1105.04,0,0.0,360.0,0,59.5,667.54,Yes
CUST10636,Loyal Buyer,7,8,866.61,0,0.0,320.0,0,59.5,481.11,Yes
CUST10637,Bracket Buyer,7,17,2105.3,169.51,8.1,680.0,62.5,59.5,1035.79,Yes
CUST10638,Serial Returner,8,12,1219.02,493.09,40.4,480.0,98.0,68.0,65.93,Yes
CUST10639,Loyal Buyer,12,12,1195.96,88.96,7.4,480.0,23.5,102.0,537.5,Yes
CUST10640,Loyal Buyer,6,6,553.07,0,0.0,240.0,0,51.0,296.07,Yes
CUST10641,Occasional Returner,1,2,103.82,0,0.0,80.0,0,8.5,63.32,Yes
CUST10642,Occasional Returner,2,2,383.6,199.0,51.9,80.0,27.5,17.0,-15.9,No
CUST10643,Loyal Buyer,6,7,408.5,0,0.0,280.0,0,51.0,203.5,Yes
CUST10644,Serial Returner,4,6,716.87,359.66,50.2,240.0,72.5,34.0,-37.29,No
CUST10645,Occasional Returner,6,9,814.3,67.73,8.3,360.0,17.5,51.0,356.07,Yes
CUST10646,Loyal Buyer,8,9,600.7,83.74,13.9,360.0,23.5,68.0,215.46,Yes
CUST10647,Occasional Returner,4,5,309.25,246.17,79.6,200.0,82.0,34.0,-180.92,No
CUST10648,Bracket Buyer,8,22,2198.91,895.01,40.7,880.0,199.0,68.0,188.9,Yes
CUST10649,Occasional Returner,5,7,779.67,0,0.0,280.0,0,42.5,443.17,Yes
CUST10650,Bracket Buyer,3,8,648.25,84.86,13.1,320.0,17.5,25.5,272.39,Yes
CUST10651,Loyal Buyer,5,5,554.73,0,0.0,200.0,0,42.5,306.23,Yes
CUST10652,Occasional Returner,5,6,436.69,0,0.0,240.0,0,42.5,238.19,Yes
CUST10653,Serial Returner,5,7,892.11,444.63,49.8,280.0,72.5,42.5,-3.52,No
CUST10654,Serial Returner,6,10,1377.65,512.03,37.2,400.0,98.0,51.0,128.62,Yes
CUST10655,Occasional Returner,3,4,335.59,0,0.0,160.0,0,25.5,168.09,Yes
CUST10656,Occasional Returner,6,11,805.95,308.17,38.2,440.0,82.0,51.0,56.78,Yes
CUST10657,Bracket Buyer,4,9,778.8,96.64,12.4,360.0,39.0,34.0,267.16,Yes
CUST10658,Serial Returner,6,8,924.29,149.8,16.2,320.0,25.5,51.0,367.99,Yes
CUST10659,Occasional Returner,4,7,618.49,79.58,12.9,280.0,23.5,34.0,217.41,Yes
CUST10660,Occasional Returner,4,5,368.71,0,0.0,200.0,0,34.0,182.71,Yes
CUST10661,Bracket Buyer,3,9,1267.2,620.4,49.0,360.0,83.0,25.5,112.3,Yes
CUST10662,Occasional Returner,7,10,897.08,98.64,11.0,400.0,23.5,59.5,391.44,Yes
CUST10663,Loyal Buyer,6,6,751.92,82.53,11.0,240.0,23.5,51.0,322.89,Yes
CUST10664,Serial Returner,5,7,570.92,0,0.0,280.0,0,42.5,338.42,Yes
CUST10665,Bracket Buyer,6,17,1083.21,376.31,34.7,680.0,92.5,51.0,175.4,Yes
CUST10666,Loyal Buyer,6,6,692.47,109.79,15.9,240.0,23.5,51.0,246.18,Yes
CUST10667,Loyal Buyer,7,10,1245.15,203.24,16.3,400.0,27.5,59.5,478.91,Yes
CUST10668,Loyal Buyer,7,8,983.56,0,0.0,320.0,0,59.5,572.06,Yes
CUST10669,Loyal Buyer,4,5,477.64,0,0.0,200.0,0,34.0,253.64,Yes
CUST10670,Bracket Buyer,3,8,587.87,239.44,40.7,320.0,55.0,25.5,67.93,Yes
CUST10671,Occasional Returner,3,4,307.18,0,0.0,160.0,0,25.5,179.68,Yes
CUST10672,Occasional Returner,5,7,602.77,168.15,27.9,280.0,45.0,42.5,115.12,Yes
CUST10673,Bracket Buyer,7,17,1435.77,334.33,23.3,680.0,74.5,59.5,497.44,Yes
CUST10674,Bracket Buyer,3,8,736.55,467.91,63.5,320.0,88.5,25.5,-93.36,No
CUST10675,Bracket Buyer,5,14,1526.95,907.21,59.4,560.0,138.0,42.5,-168.76,No
CUST10676,Bracket Buyer,6,14,1031.7,533.49,51.7,560.0,123.5,51.0,-10.29,No
CUST10677,Serial Returner,7,12,1233.5,135.21,11.0,480.0,43.0,59.5,491.79,Yes
CUST10678,Bracket Buyer,5,14,1229.22,685.96,55.8,560.0,108.5,42.5,-65.74,No
CUST10679,Occasional Returner,3,6,599.84,96.43,16.1,240.0,23.5,25.5,222.41,Yes
CUST10680,Serial Returner,5,9,945.88,246.37,26.0,360.0,43.0,42.5,292.01,Yes
CUST10681,Occasional Returner,5,6,772.42,503.05,65.1,240.0,94.0,42.5,-155.13,No
CUST10682,Occasional Returner,6,6,493.83,147.99,30.0,240.0,45.0,51.0,39.84,Yes
CUST10683,Loyal Buyer,7,7,702.75,0,0.0,280.0,0,59.5,369.25,Yes
CUST10684,Serial Returner,7,13,1799.88,547.11,30.4,520.0,78.5,59.5,502.77,Yes
CUST10685,Loyal Buyer,7,8,487.37,0,0.0,320.0,0,59.5,251.87,Yes
CUST10686,Occasional Returner,4,6,412.69,0,0.0,240.0,0,34.0,238.69,Yes
CUST10687,Serial Returner,4,6,321.06,230.61,71.8,240.0,74.0,34.0,-125.55,No
CUST10688,Serial Returner,9,15,2032.48,600.45,29.5,600.0,96.0,76.5,527.53,Yes
CUST10689,Occasional Returner,3,3,336.66,0,0.0,120.0,0,25.5,185.16,Yes
CUST10690,Loyal Buyer,11,12,1171.73,156.12,13.3,480.0,25.5,93.5,450.61,Yes
CUST10691,Bracket Buyer,5,14,1077.73,274.65,25.5,560.0,74.5,42.5,278.08,Yes
CUST10692,Occasional Returner,4,7,978.94,207.77,21.2,280.0,27.5,34.0,313.67,Yes
CUST10693,Bracket Buyer,5,14,1107.13,540.01,48.8,560.0,130.0,42.5,18.62,Yes
CUST10694,Occasional Returner,4,4,439.03,0,0.0,160.0,0,34.0,227.03,Yes
CUST10695,Occasional Returner,2,3,132.29,0,0.0,120.0,0,17.0,67.29,Yes
CUST10696,Serial Returner,5,7,725.13,523.13,72.1,280.0,113.5,42.5,-190.0,No
CUST10697,Serial Returner,4,4,307.22,191.57,62.4,160.0,47.0,34.0,-97.35,No
CUST10698,Loyal Buyer,11,13,1189.28,72.51,6.1,520.0,17.5,93.5,573.77,Yes
CUST10699,Serial Returner,6,11,1184.42,279.32,23.6,440.0,51.0,51.0,383.1,Yes
CUST10700,Loyal Buyer,9,12,1062.62,99.58,9.4,480.0,39.0,76.5,477.54,Yes
CUST10701,Serial Returner,8,13,1509.44,313.55,20.8,520.0,51.0,68.0,504.89,Yes
CUST10702,Occasional Returner,6,10,888.47,110.9,12.5,400.0,37.0,51.0,379.57,Yes
CUST10703,Occasional Returner,5,7,722.04,0,0.0,280.0,0,42.5,391.54,Yes
CUST10704,Loyal Buyer,6,6,400.46,0,0.0,240.0,0,51.0,205.46,Yes
CUST10705,Serial Returner,8,14,1199.73,509.93,42.5,560.0,137.0,68.0,40.8,Yes
CUST10706,Serial Returner,5,9,1030.77,198.85,19.3,360.0,45.0,42.5,284.42,Yes
CUST10707,Loyal Buyer,7,8,1036.21,0,0.0,320.0,0,59.5,594.71,Yes
CUST10708,Loyal Buyer,9,9,828.77,225.92,27.3,360.0,49.0,76.5,181.35,Yes
CUST10709,Occasional Returner,7,9,773.69,120.83,15.6,360.0,25.5,59.5,239.86,Yes
CUST10710,Occasional Returner,7,10,948.5,302.33,31.9,400.0,68.5,59.5,108.17,Yes
CUST10711,Bracket Buyer,4,12,791.73,206.75,26.1,480.0,53.0,34.0,209.98,Yes
CUST10712,Occasional Returner,3,4,381.15,0,0.0,160.0,0,25.5,223.65,Yes
CUST10713,Serial Returner,9,15,1434.93,139.1,9.7,600.0,25.5,76.5,649.83,Yes
CUST10714,Occasional Returner,5,7,647.3,226.57,35.0,280.0,47.0,42.5,79.23,Yes
CUST10715,Bracket Buyer,5,13,1237.58,388.6,31.4,520.0,84.5,42.5,277.98,Yes
CUST10716,Loyal Buyer,13,15,1838.89,140.81,7.7,600.0,25.5,110.5,832.08,Yes
CUST10717,Loyal Buyer,10,12,1642.37,0,0.0,480.0,0,85.0,945.37,Yes
CUST10718,Loyal Buyer,7,7,734.63,0,0.0,280.0,0,59.5,417.13,Yes
CUST10719,Serial Returner,4,7,748.34,399.51,53.4,280.0,88.0,34.0,-53.17,No
CUST10720,Serial Returner,5,8,610.92,108.32,17.7,320.0,43.0,42.5,193.1,Yes
CUST10721,Loyal Buyer,7,8,778.58,118.44,15.2,320.0,25.5,59.5,305.14,Yes
CUST10722,Loyal Buyer,8,9,1062.89,175.12,16.5,360.0,25.5,68.0,396.27,Yes
CUST10723,Occasional Returner,7,10,817.45,144.6,17.7,400.0,25.5,59.5,319.85,Yes
CUST10724,Loyal Buyer,10,10,767.74,55.2,7.2,400.0,19.5,85.0,280.04,Yes
CUST10725,Loyal Buyer,9,9,925.74,0,0.0,360.0,0,76.5,471.24,Yes
CUST10726,Serial Returner,8,11,1429.82,182.01,12.7,440.0,27.5,68.0,618.31,Yes
CUST10727,Loyal Buyer,8,9,863.44,0,0.0,360.0,0,68.0,481.44,Yes
CUST10728,Occasional Returner,4,5,648.06,380.17,58.7,200.0,55.0,34.0,-57.11,No
CUST10729,Occasional Returner,2,3,189.47,0,0.0,120.0,0,17.0,106.47,Yes
CUST10730,Occasional Returner,4,5,642.97,117.76,18.3,200.0,25.5,34.0,179.71,Yes
CUST10731,Loyal Buyer,9,10,877.94,0,0.0,400.0,0,76.5,483.44,Yes
CUST10732,Loyal Buyer,9,9,910.5,0,0.0,360.0,0,76.5,498.0,Yes
CUST10733,Loyal Buyer,8,8,750.6,95.95,12.8,320.0,23.5,68.0,289.15,Yes
CUST10734,Occasional Returner,4,4,299.51,45.72,15.3,160.0,19.5,34.0,100.29,Yes
CUST10735,Serial Returner,4,7,846.94,362.0,42.7,280.0,70.5,34.0,66.44,Yes
CUST10736,Occasional Returner,7,12,1055.02,410.36,38.9,480.0,86.0,59.5,117.16,Yes
CUST10737,Loyal Buyer,8,8,801.92,38.91,4.9,320.0,19.5,68.0,355.51,Yes
CUST10738,Bracket Buyer,5,14,1661.35,929.04,55.9,560.0,144.0,42.5,-144.19,No
CUST10739,Occasional Returner,3,5,251.58,42.78,17.0,200.0,19.5,25.5,83.8,Yes
CUST10740,Serial Returner,6,8,730.39,349.05,47.8,320.0,88.0,51.0,-15.66,No
CUST10741,Occasional Returner,4,5,491.71,104.91,21.3,200.0,25.5,34.0,113.3,Yes
CUST10742,Occasional Returner,2,3,324.52,0,0.0,120.0,0,17.0,171.52,Yes
CUST10743,Serial Returner,8,13,1056.86,319.3,30.2,520.0,103.5,68.0,200.06,Yes
CUST10744,Loyal Buyer,7,7,909.81,53.69,5.9,280.0,19.5,59.5,453.12,Yes
CUST10745,Loyal Buyer,13,16,1505.38,0,0.0,640.0,0,110.5,848.88,Yes
CUST10746,Occasional Returner,6,7,870.83,223.44,25.7,280.0,27.5,51.0,228.89,Yes
CUST10747,Loyal Buyer,7,8,679.1,0,0.0,320.0,0,59.5,329.6,Yes
CUST10748,Occasional Returner,4,8,959.88,220.32,23.0,320.0,49.0,34.0,300.56,Yes
CUST10749,Loyal Buyer,7,7,655.9,117.61,17.9,280.0,25.5,59.5,175.29,Yes
CUST10750,Serial Returner,8,14,1456.02,357.43,24.5,560.0,94.0,68.0,376.59,Yes
CUST10751,Loyal Buyer,7,7,801.26,119.45,14.9,280.0,23.5,59.5,294.81,Yes
CUST10752,Serial Returner,7,10,1028.47,683.89,66.5,400.0,131.0,59.5,-167.92,No
CUST10753,Loyal Buyer,9,9,1117.37,0,0.0,360.0,0,76.5,596.87,Yes
CUST10754,Occasional Returner,6,9,1193.84,305.53,25.6,360.0,76.5,51.0,366.81,Yes
CUST10755,Occasional Returner,4,6,608.53,297.1,48.8,240.0,53.0,34.0,-17.57,No
CUST10756,Loyal Buyer,7,10,1046.73,0,0.0,400.0,0,59.5,595.23,Yes
CUST10757,Loyal Buyer,11,11,1156.64,0,0.0,440.0,0,93.5,619.14,Yes
CUST10758,Serial Returner,7,10,585.0,191.48,32.7,400.0,78.0,59.5,24.02,Yes
CUST10759,Loyal Buyer,8,10,1216.92,398.73,32.8,400.0,70.5,68.0,223.69,Yes
CUST10760,Bracket Buyer,2,5,647.62,187.01,28.9,200.0,25.5,17.0,218.11,Yes
CUST10761,Bracket Buyer,6,16,1914.35,1038.76,54.3,640.0,144.0,51.0,-11.41,No
CUST10762,Serial Returner,6,9,777.34,260.58,33.5,360.0,68.5,51.0,107.26,Yes
CUST10763,Loyal Buyer,7,7,674.62,59.94,8.9,280.0,19.5,59.5,263.68,Yes
CUST10764,Loyal Buyer,9,9,700.49,77.69,11.1,360.0,23.5,76.5,294.8,Yes
CUST10765,Occasional Returner,4,5,506.68,292.3,57.7,200.0,51.0,34.0,-60.62,No
CUST10766,Serial Returner,7,10,1357.48,394.87,29.1,400.0,70.5,59.5,384.61,Yes
CUST10767,Occasional Returner,4,6,508.98,128.31,25.2,240.0,25.5,34.0,137.17,Yes
CUST10768,Serial Returner,8,13,1155.81,261.99,22.7,520.0,68.5,68.0,349.32,Yes
CUST10769,Loyal Buyer,9,11,1349.33,199.57,14.8,440.0,27.5,76.5,547.76,Yes
CUST10770,Occasional Returner,6,9,657.64,91.47,13.9,360.0,23.5,51.0,271.67,Yes
CUST10771,Loyal Buyer,5,6,758.46,0,0.0,240.0,0,42.5,431.96,Yes
CUST10772,Loyal Buyer,6,7,489.21,0,0.0,280.0,0,51.0,278.21,Yes
CUST10773,Loyal Buyer,6,8,755.42,101.0,13.4,320.0,39.0,51.0,280.42,Yes
CUST10774,Occasional Returner,7,8,896.17,0,0.0,320.0,0,59.5,534.67,Yes
CUST10775,Occasional Returner,6,8,550.65,81.0,14.7,320.0,37.0,51.0,143.65,Yes
CUST10776,Loyal Buyer,5,5,450.5,0,0.0,200.0,0,42.5,240.0,Yes
CUST10777,Occasional Returner,6,8,1044.09,219.47,21.0,320.0,49.0,51.0,362.62,Yes
CUST10778,Serial Returner,6,11,887.55,100.54,11.3,440.0,23.5,51.0,348.51,Yes
CUST10779,Occasional Returner,4,8,687.5,239.2,34.8,320.0,43.0,34.0,159.3,Yes
CUST10780,Serial Returner,6,12,1140.13,566.7,49.7,480.0,123.5,51.0,12.93,Yes
CUST10781,Occasional Returner,1,2,100.08,50.04,50.0,80.0,19.5,8.5,-9.96,No
CUST10782,Bracket Buyer,7,19,1101.08,278.27,25.3,760.0,98.0,59.5,313.31,Yes
CUST10783,Occasional Returner,4,5,653.29,0,0.0,200.0,0,34.0,353.29,Yes
CUST10784,Occasional Returner,4,4,353.6,242.98,68.7,160.0,45.0,34.0,-100.38,No
CUST10785,Occasional Returner,4,6,687.92,0,0.0,240.0,0,34.0,369.92,Yes
CUST10786,Bracket Buyer,4,9,648.39,348.65,53.8,360.0,92.0,34.0,-54.26,No
CUST10787,Occasional Returner,5,7,860.84,80.14,9.3,280.0,25.5,42.5,368.7,Yes
CUST10788,Occasional Returner,4,5,464.28,194.77,42.0,200.0,27.5,34.0,30.01,Yes
CUST10789,Serial Returner,3,5,740.33,241.72,32.7,200.0,47.0,25.5,150.11,Yes
CUST10790,Occasional Returner,4,5,392.34,116.41,29.7,200.0,37.0,34.0,46.93,Yes
CUST10791,Occasional Returner,4,8,693.24,97.78,14.1,320.0,23.5,34.0,273.96,Yes
CUST10792,Loyal Buyer,6,7,804.56,0,0.0,280.0,0,51.0,439.56,Yes
CUST10793,Occasional Returner,4,5,427.68,210.48,49.2,200.0,27.5,34.0,-2.3,No
CUST10794,Bracket Buyer,3,8,729.62,413.01,56.6,320.0,86.5,25.5,-47.39,No
CUST10795,Occasional Returner,4,8,831.66,76.16,9.2,320.0,17.5,34.0,408.0,Yes
CUST10796,Loyal Buyer,12,12,1542.7,0,0.0,480.0,0,102.0,884.7,Yes
CUST10797,Loyal Buyer,6,6,681.98,0,0.0,240.0,0,51.0,388.98,Yes
CUST10798,Serial Returner,7,11,845.54,260.03,30.8,440.0,80.0,59.5,158.01,Yes
CUST10799,Occasional Returner,3,4,609.4,200.97,33.0,160.0,27.5,25.5,125.43,Yes
CUST10800,Loyal Buyer,7,7,793.21,94.5,11.9,280.0,23.5,59.5,329.71,Yes
CUST10801,Occasional Returner,6,7,552.35,0,0.0,280.0,0,51.0,315.35,Yes
CUST10802,Occasional Returner,8,13,1276.22,46.89,3.7,520.0,19.5,68.0,689.83,Yes
CUST10803,Serial Returner,4,8,1168.73,199.42,17.1,320.0,49.0,34.0,452.31,Yes
CUST10804,Loyal Buyer,6,8,937.53,0,0.0,320.0,0,51.0,504.53,Yes
CUST10805,Bracket Buyer,5,14,1279.76,155.48,12.1,560.0,25.5,42.5,616.28,Yes
CUST10806,Bracket Buyer,6,18,1957.92,943.7,48.2,720.0,154.0,51.0,23.22,Yes
CUST10807,Serial Returner,8,14,1420.12,554.31,39.0,560.0,117.5,68.0,152.31,Yes
CUST10808,Occasional Returner,6,7,921.41,0,0.0,280.0,0,51.0,530.41,Yes
CUST10809,Occasional Returner,1,2,143.64,71.82,50.0,80.0,23.5,8.5,-24.18,No
CUST10810,Loyal Buyer,6,6,357.77,0,0.0,240.0,0,51.0,168.77,Yes
CUST10811,Bracket Buyer,5,13,868.2,267.43,30.8,520.0,82.5,42.5,163.77,Yes
CUST10812,Occasional Returner,3,4,240.6,129.5,53.8,160.0,41.0,25.5,-47.4,No
CUST10813,Loyal Buyer,5,5,553.76,243.37,43.9,200.0,51.0,42.5,6.89,Yes
CUST10814,Serial Returner,6,10,779.49,482.24,61.9,400.0,100.0,51.0,-109.75,No
CUST10815,Loyal Buyer,7,8,658.7,0,0.0,320.0,0,59.5,381.2,Yes
CUST10816,Serial Returner,6,10,1020.72,490.49,48.1,400.0,115.5,51.0,-24.27,No
CUST10817,Loyal Buyer,7,8,934.26,0,0.0,320.0,0,59.5,564.76,Yes
CUST10818,Serial Returner,4,7,771.55,447.21,58.0,280.0,86.5,34.0,-94.16,No
CUST10819,Occasional Returner,4,5,740.99,0,0.0,200.0,0,34.0,394.99,Yes
CUST10820,Occasional Returner,3,4,310.72,43.77,14.1,160.0,19.5,25.5,109.95,Yes
CUST10821,Bracket Buyer,6,15,1748.71,1066.15,61.0,600.0,195.0,51.0,-283.44,No
CUST10822,Loyal Buyer,7,8,743.27,55.2,7.4,320.0,19.5,59.5,319.07,Yes
CUST10823,Bracket Buyer,5,15,1315.69,476.16,36.2,600.0,118.0,42.5,175.03,Yes
CUST10824,Serial Returner,4,6,675.81,351.04,51.9,240.0,70.5,34.0,-25.73,No
CUST10825,Loyal Buyer,4,4,350.66,0,0.0,160.0,0,34.0,190.66,Yes
CUST10826,Bracket Buyer,5,12,1592.31,970.51,60.9,480.0,151.5,42.5,-130.2,No
CUST10827,Occasional Returner,4,4,632.17,393.59,62.3,160.0,68.5,34.0,-67.92,No
CUST10828,Serial Returner,8,14,1326.11,476.42,35.9,560.0,107.5,68.0,224.19,Yes
CUST10829,Occasional Returner,6,7,528.43,46.25,8.8,280.0,19.5,51.0,211.68,Yes
CUST10830,Loyal Buyer,7,7,1069.77,0,0.0,280.0,0,59.5,604.27,Yes
CUST10831,Serial Returner,6,9,771.58,345.51,44.8,360.0,84.0,51.0,-14.93,No
CUST10832,Occasional Returner,5,8,868.52,262.28,30.2,320.0,51.0,42.5,186.74,Yes
CUST10833,Loyal Buyer,8,8,727.65,55.09,7.6,320.0,19.5,68.0,331.06,Yes
CUST10834,Occasional Returner,5,6,344.52,44.83,13.0,240.0,19.5,42.5,125.69,Yes
CUST10835,Loyal Buyer,4,5,495.03,0,0.0,200.0,0,34.0,257.03,Yes
CUST10836,Loyal Buyer,10,13,1221.33,213.01,17.4,520.0,47.0,85.0,438.32,Yes
CUST10837,Occasional Returner,4,7,429.4,111.71,26.0,280.0,43.0,34.0,68.69,Yes
CUST10838,Occasional Returner,2,2,185.06,136.57,73.8,80.0,25.5,17.0,-62.01,No
CUST10839,Occasional Returner,4,6,319.88,78.14,24.4,240.0,23.5,34.0,72.24,Yes
CUST10840,Occasional Returner,7,9,1013.12,356.19,35.2,360.0,82.5,59.5,136.93,Yes
