Order ID,Customer ID,Customer Segment,Order Date,Month,Category,Items Ordered,Order Value CAD,COGS CAD,Shipping Cost CAD,Returned,Items Returned,Return Value CAD,Return Processing Cost CAD,Return Shipping Cost CAD,Return Reason,Gross Profit CAD,Net Profit CAD
ORD22955,CUST10498,Loyal Buyer,2024-05-30,2024-05,Denim,2,181.04,64,8.5,No,0,0,0,0,Not returned,108.54,108.54
ORD23645,CUST10609,Serial Returner,2024-05-30,2024-05,Footwear,2,224.34,104,8.5,Yes,1,112.17,16,9.5,Arrived too late,111.84,-25.83
ORD23877,CUST10651,Loyal Buyer,2024-05-30,2024-05,Outerwear,1,212.28,78,8.5,No,0,0,0,0,Not returned,125.78,125.78
ORD24182,CUST10707,Loyal Buyer,2024-05-30,2024-05,Footwear,1,132.01,52,8.5,No,0,0,0,0,Not returned,71.51,71.51
ORD24481,CUST10752,Serial Returner,2024-05-30,2024-05,Tops,1,51.46,16,8.5,Yes,1,51.46,10,9.5,Wrong size,26.96,-44.0
ORD24495,CUST10754,Occasional Returner,2024-05-30,2024-05,Outerwear,2,500.5,156,8.5,No,0,0,0,0,Not returned,336.0,336.0
ORD24776,CUST10804,Loyal Buyer,2024-05-30,2024-05,Footwear,2,186.56,104,8.5,No,0,0,0,0,Not returned,74.06,74.06
ORD24935,CUST10833,Loyal Buyer,2024-05-30,2024-05,Tops,1,51.96,16,8.5,No,0,0,0,0,Not returned,27.46,27.46
ORD25116,CUST10862,Bracket Buyer,2024-05-30,2024-05,Accessories,3,197.76,66,8.5,Yes,2,131.84,16,9.5,Ordered multiple sizes,123.26,-34.08
ORD25191,CUST10876,Loyal Buyer,2024-05-30,2024-05,Footwear,2,301.82,104,8.5,Yes,1,150.91,16,9.5,Wrong size,189.32,12.91
ORD25251,CUST10886,Loyal Buyer,2024-05-30,2024-05,Accessories,1,49.1,22,8.5,Yes,1,49.1,8,9.5,Did not match description,18.6,-48.0
ORD25513,CUST10928,Loyal Buyer,2024-05-30,2024-05,Footwear,2,303.82,104,8.5,No,0,0,0,0,Not returned,191.32,191.32
ORD27097,CUST11205,Serial Returner,2024-05-30,2024-05,Tops,1,59.81,16,8.5,Yes,1,59.81,10,9.5,Wrong size,35.31,-44.0
ORD27358,CUST11252,Loyal Buyer,2024-05-30,2024-05,Tops,1,46.79,16,8.5,No,0,0,0,0,Not returned,22.29,22.29
ORD28158,CUST11388,Loyal Buyer,2024-05-30,2024-05,Tops,1,58.87,16,8.5,No,0,0,0,0,Not returned,34.37,34.37
ORD28352,CUST11420,Occasional Returner,2024-05-30,2024-05,Outerwear,1,189.1,78,8.5,No,0,0,0,0,Not returned,102.6,102.6
ORD28769,CUST11485,Bracket Buyer,2024-05-30,2024-05,Tops,3,171.54,48,8.5,Yes,2,114.36,20,9.5,Ordered multiple sizes,115.04,-28.82
ORD28880,CUST11503,Occasional Returner,2024-05-30,2024-05,Tops,1,52.78,16,8.5,Yes,1,52.78,10,9.5,Wrong size,28.28,-44.0
ORD29006,CUST11525,Serial Returner,2024-05-30,2024-05,Denim,2,177.42,64,8.5,No,0,0,0,0,Not returned,104.92,104.92
ORD29138,CUST11549,Serial Returner,2024-05-30,2024-05,Outerwear,3,470.85,234,8.5,No,0,0,0,0,Not returned,228.35,228.35
ORD29717,CUST11648,Loyal Buyer,2024-05-30,2024-05,Outerwear,1,164.76,78,8.5,No,0,0,0,0,Not returned,78.26,78.26
ORD29919,CUST11681,Bracket Buyer,2024-05-30,2024-05,Denim,3,284.04,96,8.5,Yes,2,189.36,28,9.5,Ordered multiple sizes,179.54,-47.32
ORD30190,CUST11732,Serial Returner,2024-05-30,2024-05,Footwear,2,246.56,104,8.5,No,0,0,0,0,Not returned,134.06,134.06
ORD30373,CUST11765,Loyal Buyer,2024-05-30,2024-05,Accessories,1,67.85,22,8.5,No,0,0,0,0,Not returned,37.35,37.35
ORD20314,CUST10057,Loyal Buyer,2024-05-31,2024-05,Footwear,1,124.12,52,8.5,Yes,1,124.12,16,9.5,Changed mind,63.62,-86.0
ORD20416,CUST10074,Bracket Buyer,2024-05-31,2024-05,Tops,3,181.98,48,8.5,Yes,2,121.32,20,9.5,Ordered multiple sizes,125.48,-25.34
ORD20574,CUST10099,Bracket Buyer,2024-05-31,2024-05,Denim,2,179.74,64,8.5,Yes,1,89.87,14,9.5,Ordered multiple sizes,107.24,-6.13
ORD20937,CUST10163,Loyal Buyer,2024-05-31,2024-05,Accessories,1,52.85,22,8.5,No,0,0,0,0,Not returned,22.35,22.35
ORD20977,CUST10167,Loyal Buyer,2024-05-31,2024-05,Denim,1,97.91,32,8.5,No,0,0,0,0,Not returned,57.41,57.41
ORD20983,CUST10168,Serial Returner,2024-05-31,2024-05,Footwear,3,421.11,156,8.5,Yes,2,280.74,32,9.5,Ordered multiple sizes,256.61,-65.63
ORD21024,CUST10175,Bracket Buyer,2024-05-31,2024-05,Outerwear,4,613.28,312,8.5,Yes,3,459.96,54,9.5,Ordered multiple sizes,292.78,-230.68
ORD21151,CUST10201,Loyal Buyer,2024-05-31,2024-05,Outerwear,1,217.99,78,8.5,No,0,0,0,0,Not returned,131.49,131.49
ORD22539,CUST10430,Occasional Returner,2024-05-31,2024-05,Outerwear,2,387.14,156,8.5,Yes,1,193.57,18,9.5,Arrived too late,222.64,1.57
ORD22691,CUST10456,Loyal Buyer,2024-05-31,2024-05,Tops,2,86.5,32,8.5,No,0,0,0,0,Not returned,46.0,46.0
ORD22770,CUST10469,Loyal Buyer,2024-05-31,2024-05,Tops,1,58.55,16,8.5,No,0,0,0,0,Not returned,34.05,34.05
ORD24757,CUST10800,Loyal Buyer,2024-05-31,2024-05,Denim,1,93.11,32,8.5,No,0,0,0,0,Not returned,52.61,52.61
ORD24863,CUST10820,Occasional Returner,2024-05-31,2024-05,Denim,2,167.2,64,8.5,No,0,0,0,0,Not returned,94.7,94.7
ORD25209,CUST10879,Serial Returner,2024-05-31,2024-05,Denim,1,77.63,32,8.5,No,0,0,0,0,Not returned,37.13,37.13
ORD25333,CUST10899,Bracket Buyer,2024-05-31,2024-05,Denim,3,247.53,96,8.5,Yes,2,165.02,28,9.5,Ordered multiple sizes,143.03,-59.49
ORD25385,CUST10907,Occasional Returner,2024-05-31,2024-05,Footwear,1,137.64,52,8.5,Yes,1,137.64,16,9.5,Changed mind,77.14,-86.0
ORD25450,CUST10919,Serial Returner,2024-05-31,2024-05,Denim,1,89.56,32,8.5,Yes,1,89.56,14,9.5,Ordered multiple sizes,49.06,-64.0
ORD25651,CUST10952,Bracket Buyer,2024-05-31,2024-05,Outerwear,2,372.5,156,8.5,Yes,1,186.25,18,9.5,Ordered multiple sizes,208.0,-5.75
ORD26206,CUST11052,Occasional Returner,2024-05-31,2024-05,Outerwear,2,319.18,156,8.5,No,0,0,0,0,Not returned,154.68,154.68
ORD26339,CUST11075,Loyal Buyer,2024-05-31,2024-05,Footwear,1,122.54,52,8.5,No,0,0,0,0,Not returned,62.04,62.04
ORD26517,CUST11105,Loyal Buyer,2024-05-31,2024-05,Tops,1,54.43,16,8.5,No,0,0,0,0,Not returned,29.93,29.93
ORD26742,CUST11144,Serial Returner,2024-05-31,2024-05,Tops,2,96.3,32,8.5,No,0,0,0,0,Not returned,55.8,55.8
ORD26787,CUST11151,Serial Returner,2024-05-31,2024-05,Footwear,1,122.61,52,8.5,Yes,1,122.61,16,9.5,Ordered multiple sizes,62.11,-86.0
ORD27181,CUST11220,Serial Returner,2024-05-31,2024-05,Footwear,1,154.25,52,8.5,Yes,1,154.25,16,9.5,Changed mind,93.75,-86.0
ORD28752,CUST11482,Occasional Returner,2024-05-31,2024-05,Denim,1,69.4,32,8.5,No,0,0,0,0,Not returned,28.9,28.9
ORD28951,CUST11516,Serial Returner,2024-05-31,2024-05,Tops,1,44.39,16,8.5,Yes,1,44.39,10,9.5,Did not match description,19.89,-44.0
ORD28975,CUST11520,Serial Returner,2024-05-31,2024-05,Tops,2,101.76,32,8.5,No,0,0,0,0,Not returned,61.26,61.26
ORD29131,CUST11548,Loyal Buyer,2024-05-31,2024-05,Accessories,2,121.58,44,8.5,No,0,0,0,0,Not returned,69.08,69.08
ORD29605,CUST11628,Bracket Buyer,2024-05-31,2024-05,Denim,3,251.91,96,8.5,No,0,0,0,0,Not returned,147.41,147.41
ORD29683,CUST11642,Loyal Buyer,2024-05-31,2024-05,Footwear,1,152.2,52,8.5,No,0,0,0,0,Not returned,91.7,91.7
ORD29744,CUST11651,Serial Returner,2024-05-31,2024-05,Footwear,2,240.82,104,8.5,Yes,1,120.41,16,9.5,Wrong size,128.32,-17.59
ORD30153,CUST11723,Serial Returner,2024-05-31,2024-05,Footwear,2,256.7,104,8.5,No,0,0,0,0,Not returned,144.2,144.2
ORD30556,CUST11794,Occasional Returner,2024-05-31,2024-05,Tops,1,48.04,16,8.5,No,0,0,0,0,Not returned,23.54,23.54
ORD30581,CUST11799,Loyal Buyer,2024-05-31,2024-05,Denim,1,124.08,32,8.5,No,0,0,0,0,Not returned,83.58,83.58
ORD20043,CUST10009,Serial Returner,2024-06-01,2024-06,Denim,1,90.59,32,8.5,Yes,1,90.59,14,9.5,Ordered multiple sizes,50.09,-64.0
ORD20413,CUST10073,Serial Returner,2024-06-01,2024-06,Tops,1,42.56,16,8.5,Yes,1,42.56,10,9.5,Arrived too late,18.06,-44.0
ORD20414,CUST10073,Serial Returner,2024-06-01,2024-06,Accessories,2,144.4,44,8.5,No,0,0,0,0,Not returned,91.9,91.9
ORD21384,CUST10239,Occasional Returner,2024-06-01,2024-06,Tops,2,98.2,32,8.5,No,0,0,0,0,Not returned,57.7,57.7
ORD21549,CUST10265,Bracket Buyer,2024-06-01,2024-06,Denim,2,138.56,64,8.5,Yes,1,69.28,14,9.5,Ordered multiple sizes,66.06,-26.72
ORD21848,CUST10318,Loyal Buyer,2024-06-01,2024-06,Accessories,1,84.28,22,8.5,No,0,0,0,0,Not returned,53.78,53.78
ORD22003,CUST10344,Occasional Returner,2024-06-01,2024-06,Tops,2,116.2,32,8.5,No,0,0,0,0,Not returned,75.7,75.7
ORD22108,CUST10363,Serial Returner,2024-06-01,2024-06,Tops,1,52.12,16,8.5,No,0,0,0,0,Not returned,27.62,27.62
ORD23088,CUST10518,Loyal Buyer,2024-06-01,2024-06,Footwear,1,131.34,52,8.5,No,0,0,0,0,Not returned,70.84,70.84
ORD23390,CUST10568,Serial Returner,2024-06-01,2024-06,Accessories,1,57.08,22,8.5,Yes,1,57.08,8,9.5,Wrong size,26.58,-48.0
ORD23618,CUST10605,Bracket Buyer,2024-06-01,2024-06,Tops,3,153.54,48,8.5,Yes,2,102.36,20,9.5,Ordered multiple sizes,97.04,-34.82
ORD23634,CUST10608,Loyal Buyer,2024-06-01,2024-06,Denim,1,117.26,32,8.5,No,0,0,0,0,Not returned,76.76,76.76
ORD24453,CUST10748,Occasional Returner,2024-06-01,2024-06,Outerwear,2,419.94,156,8.5,No,0,0,0,0,Not returned,255.44,255.44
ORD26402,CUST11087,Loyal Buyer,2024-06-01,2024-06,Tops,1,45.8,16,8.5,No,0,0,0,0,Not returned,21.3,21.3
ORD26654,CUST11128,Loyal Buyer,2024-06-01,2024-06,Tops,1,61.16,16,8.5,No,0,0,0,0,Not returned,36.66,36.66
ORD27194,CUST11222,Loyal Buyer,2024-06-01,2024-06,Tops,1,41.86,16,8.5,No,0,0,0,0,Not returned,17.36,17.36
ORD27328,CUST11248,Serial Returner,2024-06-01,2024-06,Denim,1,100.93,32,8.5,No,0,0,0,0,Not returned,60.43,60.43
ORD27508,CUST11280,Occasional Returner,2024-06-01,2024-06,Accessories,1,85.62,22,8.5,Yes,1,85.62,8,9.5,Did not match description,55.12,-48.0
ORD27800,CUST11327,Serial Returner,2024-06-01,2024-06,Denim,2,158.4,64,8.5,No,0,0,0,0,Not returned,85.9,85.9
ORD28160,CUST11388,Loyal Buyer,2024-06-01,2024-06,Outerwear,1,188.88,78,8.5,No,0,0,0,0,Not returned,102.38,102.38
ORD28257,CUST11405,Loyal Buyer,2024-06-01,2024-06,Outerwear,1,188.6,78,8.5,No,0,0,0,0,Not returned,102.1,102.1
ORD28329,CUST11416,Loyal Buyer,2024-06-01,2024-06,Accessories,1,78.16,22,8.5,No,0,0,0,0,Not returned,47.66,47.66
ORD28553,CUST11451,Serial Returner,2024-06-01,2024-06,Denim,2,172.74,64,8.5,No,0,0,0,0,Not returned,100.24,100.24
ORD28742,CUST11481,Loyal Buyer,2024-06-01,2024-06,Denim,1,92.77,32,8.5,No,0,0,0,0,Not returned,52.27,52.27
ORD29851,CUST11669,Serial Returner,2024-06-01,2024-06,Accessories,2,100.46,44,8.5,Yes,1,50.23,8,9.5,Changed mind,47.96,-19.77
ORD30028,CUST11704,Loyal Buyer,2024-06-01,2024-06,Outerwear,1,198.76,78,8.5,No,0,0,0,0,Not returned,112.26,112.26
ORD30122,CUST11716,Serial Returner,2024-06-01,2024-06,Tops,2,84.72,32,8.5,Yes,1,42.36,10,9.5,Ordered multiple sizes,44.22,-17.64
ORD30223,CUST11736,Bracket Buyer,2024-06-01,2024-06,Outerwear,2,471.52,156,8.5,Yes,1,235.76,18,9.5,Ordered multiple sizes,307.02,43.76
ORD30239,CUST11740,Occasional Returner,2024-06-01,2024-06,Outerwear,2,333.4,156,8.5,No,0,0,0,0,Not returned,168.9,168.9
ORD20276,CUST10052,Bracket Buyer,2024-06-02,2024-06,Denim,3,276.72,96,8.5,Yes,2,184.48,28,9.5,Ordered multiple sizes,172.22,-49.76
ORD20561,CUST10097,Serial Returner,2024-06-02,2024-06,Tops,1,53.57,16,8.5,No,0,0,0,0,Not returned,29.07,29.07
ORD20590,CUST10101,Loyal Buyer,2024-06-02,2024-06,Tops,1,46.41,16,8.5,No,0,0,0,0,Not returned,21.91,21.91
ORD20620,CUST10106,Serial Returner,2024-06-02,2024-06,Tops,1,61.12,16,8.5,Yes,1,61.12,10,9.5,Wrong size,36.62,-44.0
ORD20735,CUST10129,Serial Returner,2024-06-02,2024-06,Denim,2,170.04,64,8.5,Yes,1,85.02,14,9.5,Changed mind,97.54,-10.98
ORD20780,CUST10137,Occasional Returner,2024-06-02,2024-06,Footwear,1,144.51,52,8.5,No,0,0,0,0,Not returned,84.01,84.01
ORD20916,CUST10157,Occasional Returner,2024-06-02,2024-06,Denim,1,105.73,32,8.5,No,0,0,0,0,Not returned,65.23,65.23
ORD21750,CUST10300,Occasional Returner,2024-06-02,2024-06,Footwear,1,124.52,52,8.5,Yes,1,124.52,16,9.5,Arrived too late,64.02,-86.0
ORD21830,CUST10315,Loyal Buyer,2024-06-02,2024-06,Accessories,1,57.49,22,8.5,No,0,0,0,0,Not returned,26.99,26.99
ORD22927,CUST10494,Loyal Buyer,2024-06-02,2024-06,Tops,1,46.27,16,8.5,Yes,1,46.27,10,9.5,Ordered multiple sizes,21.77,-44.0
ORD22967,CUST10500,Serial Returner,2024-06-02,2024-06,Tops,1,57.75,16,8.5,No,0,0,0,0,Not returned,33.25,33.25
ORD23013,CUST10506,Bracket Buyer,2024-06-02,2024-06,Accessories,3,228.99,66,8.5,Yes,2,152.66,16,9.5,Ordered multiple sizes,154.49,-23.67
ORD23083,CUST10518,Loyal Buyer,2024-06-02,2024-06,Accessories,1,70.11,22,8.5,No,0,0,0,0,Not returned,39.61,39.61
ORD23143,CUST10527,Loyal Buyer,2024-06-02,2024-06,Outerwear,1,199.34,78,8.5,No,0,0,0,0,Not returned,112.84,112.84
ORD23312,CUST10554,Loyal Buyer,2024-06-02,2024-06,Accessories,1,84.34,22,8.5,No,0,0,0,0,Not returned,53.84,53.84
ORD23410,CUST10572,Occasional Returner,2024-06-02,2024-06,Tops,1,47.62,16,8.5,No,0,0,0,0,Not returned,23.12,23.12
ORD23916,CUST10659,Occasional Returner,2024-06-02,2024-06,Footwear,2,217.86,104,8.5,No,0,0,0,0,Not returned,105.36,105.36
ORD24417,CUST10743,Serial Returner,2024-06-02,2024-06,Denim,1,71.96,32,8.5,Yes,1,71.96,14,9.5,Wrong size,31.46,-64.0
ORD24731,CUST10796,Loyal Buyer,2024-06-02,2024-06,Footwear,1,111.8,52,8.5,No,0,0,0,0,Not returned,51.3,51.3
ORD24948,CUST10836,Loyal Buyer,2024-06-02,2024-06,Tops,2,96.46,32,8.5,No,0,0,0,0,Not returned,55.96,55.96
ORD24965,CUST10839,Occasional Returner,2024-06-02,2024-06,Denim,1,78.14,32,8.5,Yes,1,78.14,14,9.5,Wrong size,37.64,-64.0
ORD25085,CUST10859,Serial Returner,2024-06-02,2024-06,Footwear,3,352.29,156,8.5,Yes,2,234.86,32,9.5,Found better price,187.79,-88.57
ORD25378,CUST10906,Bracket Buyer,2024-06-02,2024-06,Accessories,2,106.64,44,8.5,Yes,1,53.32,8,9.5,Ordered multiple sizes,54.14,-16.68
ORD25679,CUST10956,Serial Returner,2024-06-02,2024-06,Tops,2,97.78,32,8.5,Yes,1,48.89,10,9.5,Quality issue,57.28,-11.11
ORD26595,CUST11118,Bracket Buyer,2024-06-02,2024-06,Tops,3,141.78,48,8.5,No,0,0,0,0,Not returned,85.28,85.28
ORD26666,CUST11132,Loyal Buyer,2024-06-02,2024-06,Tops,1,43.68,16,8.5,No,0,0,0,0,Not returned,19.18,19.18
ORD27077,CUST11202,Bracket Buyer,2024-06-02,2024-06,Outerwear,3,484.41,234,8.5,No,0,0,0,0,Not returned,241.91,241.91
ORD27490,CUST11275,Loyal Buyer,2024-06-02,2024-06,Footwear,1,150.04,52,8.5,No,0,0,0,0,Not returned,89.54,89.54
ORD27711,CUST11312,Loyal Buyer,2024-06-02,2024-06,Tops,1,34.05,16,8.5,No,0,0,0,0,Not returned,9.55,9.55
ORD27942,CUST11353,Loyal Buyer,2024-06-02,2024-06,Tops,1,47.92,16,8.5,No,0,0,0,0,Not returned,23.42,23.42
ORD28394,CUST11426,Loyal Buyer,2024-06-02,2024-06,Tops,1,47.51,16,8.5,No,0,0,0,0,Not returned,23.01,23.01
ORD28566,CUST11452,Bracket Buyer,2024-06-02,2024-06,Tops,2,75.34,32,8.5,No,0,0,0,0,Not returned,34.84,34.84
ORD29680,CUST11641,Serial Returner,2024-06-02,2024-06,Denim,1,89.68,32,8.5,Yes,1,89.68,14,9.5,Did not match description,49.18,-64.0
ORD29982,CUST11697,Loyal Buyer,2024-06-02,2024-06,Tops,1,52.08,16,8.5,No,0,0,0,0,Not returned,27.58,27.58
ORD30247,CUST11741,Serial Returner,2024-06-02,2024-06,Outerwear,1,216.14,78,8.5,No,0,0,0,0,Not returned,129.64,129.64
ORD30432,CUST11773,Occasional Returner,2024-06-02,2024-06,Footwear,1,154.48,52,8.5,No,0,0,0,0,Not returned,93.98,93.98
ORD30481,CUST11781,Loyal Buyer,2024-06-02,2024-06,Footwear,1,135.48,52,8.5,No,0,0,0,0,Not returned,74.98,74.98
ORD20324,CUST10058,Loyal Buyer,2024-06-03,2024-06,Footwear,1,146.73,52,8.5,No,0,0,0,0,Not returned,86.23,86.23
ORD20409,CUST10073,Serial Returner,2024-06-03,2024-06,Tops,1,42.59,16,8.5,No,0,0,0,0,Not returned,18.09,18.09
ORD20512,CUST10087,Loyal Buyer,2024-06-03,2024-06,Accessories,1,66.99,22,8.5,No,0,0,0,0,Not returned,36.49,36.49
ORD21045,CUST10178,Occasional Returner,2024-06-03,2024-06,Outerwear,1,188.4,78,8.5,No,0,0,0,0,Not returned,101.9,101.9
ORD21147,CUST10200,Loyal Buyer,2024-06-03,2024-06,Outerwear,2,364.42,156,8.5,No,0,0,0,0,Not returned,199.92,199.92
ORD21267,CUST10220,Occasional Returner,2024-06-03,2024-06,Tops,1,42.33,16,8.5,No,0,0,0,0,Not returned,17.83,17.83
ORD21534,CUST10262,Occasional Returner,2024-06-03,2024-06,Tops,1,69.1,16,8.5,Yes,1,69.1,10,9.5,Did not match description,44.6,-44.0
ORD21736,CUST10298,Loyal Buyer,2024-06-03,2024-06,Accessories,2,149.98,44,8.5,No,0,0,0,0,Not returned,97.48,97.48
ORD21893,CUST10326,Occasional Returner,2024-06-03,2024-06,Tops,1,41.47,16,8.5,Yes,1,41.47,10,9.5,Quality issue,16.97,-44.0
ORD22116,CUST10364,Bracket Buyer,2024-06-03,2024-06,Denim,3,272.37,96,8.5,Yes,2,181.58,28,9.5,Ordered multiple sizes,167.87,-51.21
ORD22418,CUST10408,Bracket Buyer,2024-06-03,2024-06,Tops,2,92.76,32,8.5,No,0,0,0,0,Not returned,52.26,52.26
ORD22544,CUST10431,Bracket Buyer,2024-06-03,2024-06,Denim,3,254.91,96,8.5,No,0,0,0,0,Not returned,150.41,150.41
ORD22922,CUST10493,Occasional Returner,2024-06-03,2024-06,Denim,1,93.84,32,8.5,No,0,0,0,0,Not returned,53.34,53.34
ORD23202,CUST10537,Loyal Buyer,2024-06-03,2024-06,Tops,1,47.98,16,8.5,No,0,0,0,0,Not returned,23.48,23.48
ORD23346,CUST10559,Serial Returner,2024-06-03,2024-06,Footwear,1,172.18,52,8.5,Yes,1,172.18,16,9.5,Wrong size,111.68,-86.0
ORD23543,CUST10592,Loyal Buyer,2024-06-03,2024-06,Outerwear,1,191.84,78,8.5,No,0,0,0,0,Not returned,105.34,105.34
ORD24299,CUST10724,Loyal Buyer,2024-06-03,2024-06,Denim,1,87.94,32,8.5,No,0,0,0,0,Not returned,47.44,47.44
ORD24469,CUST10750,Serial Returner,2024-06-03,2024-06,Footwear,2,288.88,104,8.5,No,0,0,0,0,Not returned,176.38,176.38
ORD25036,CUST10851,Loyal Buyer,2024-06-03,2024-06,Denim,1,90.3,32,8.5,No,0,0,0,0,Not returned,49.8,49.8
ORD25072,CUST10857,Bracket Buyer,2024-06-03,2024-06,Outerwear,3,560.97,234,8.5,Yes,2,373.98,36,9.5,Ordered multiple sizes,318.47,-101.01
ORD25280,CUST10890,Serial Returner,2024-06-03,2024-06,Tops,1,36.53,16,8.5,Yes,1,36.53,10,9.5,Changed mind,12.03,-44.0
ORD25843,CUST10984,Occasional Returner,2024-06-03,2024-06,Denim,1,55.91,32,8.5,Yes,1,55.91,14,9.5,Wrong size,15.41,-64.0
ORD25875,CUST10992,Loyal Buyer,2024-06-03,2024-06,Tops,1,48.71,16,8.5,No,0,0,0,0,Not returned,24.21,24.21
ORD25967,CUST11006,Serial Returner,2024-06-03,2024-06,Tops,2,86.38,32,8.5,No,0,0,0,0,Not returned,45.88,45.88
ORD26012,CUST11016,Occasional Returner,2024-06-03,2024-06,Denim,1,89.3,32,8.5,Yes,1,89.3,14,9.5,Wrong size,48.8,-64.0
ORD26843,CUST11161,Loyal Buyer,2024-06-03,2024-06,Outerwear,2,462.46,156,8.5,No,0,0,0,0,Not returned,297.96,297.96
ORD27213,CUST11225,Occasional Returner,2024-06-03,2024-06,Tops,2,78.04,32,8.5,No,0,0,0,0,Not returned,37.54,37.54
ORD27274,CUST11236,Serial Returner,2024-06-03,2024-06,Footwear,1,120.31,52,8.5,No,0,0,0,0,Not returned,59.81,59.81
ORD27980,CUST11358,Serial Returner,2024-06-03,2024-06,Tops,3,166.56,48,8.5,Yes,2,111.04,20,9.5,Wrong size,110.06,-30.48
ORD28108,CUST11380,Loyal Buyer,2024-06-03,2024-06,Footwear,1,140.28,52,8.5,No,0,0,0,0,Not returned,79.78,79.78
ORD28370,CUST11423,Occasional Returner,2024-06-03,2024-06,Denim,2,134.12,64,8.5,Yes,1,67.06,14,9.5,Found better price,61.62,-28.94
ORD30230,CUST11737,Occasional Returner,2024-06-03,2024-06,Denim,1,94.96,32,8.5,No,0,0,0,0,Not returned,54.46,54.46
ORD20042,CUST10009,Serial Returner,2024-06-04,2024-06,Outerwear,1,183.33,78,8.5,Yes,1,183.33,18,9.5,Ordered multiple sizes,96.83,-114.0
ORD20103,CUST10020,Occasional Returner,2024-06-04,2024-06,Denim,1,96.63,32,8.5,No,0,0,0,0,Not returned,56.13,56.13
ORD20682,CUST10120,Bracket Buyer,2024-06-04,2024-06,Footwear,3,495.51,156,8.5,Yes,2,330.34,32,9.5,Ordered multiple sizes,331.01,-40.83
ORD20703,CUST10124,Loyal Buyer,2024-06-04,2024-06,Outerwear,1,176.4,78,8.5,No,0,0,0,0,Not returned,89.9,89.9
ORD21020,CUST10174,Bracket Buyer,2024-06-04,2024-06,Tops,3,164.58,48,8.5,No,0,0,0,0,Not returned,108.08,108.08
ORD21418,CUST10245,Serial Returner,2024-06-04,2024-06,Outerwear,1,193.31,78,8.5,No,0,0,0,0,Not returned,106.81,106.81
ORD21560,CUST10267,Occasional Returner,2024-06-04,2024-06,Footwear,1,134.83,52,8.5,Yes,1,134.83,16,9.5,Did not match description,74.33,-86.0
ORD21587,CUST10272,Occasional Returner,2024-06-04,2024-06,Footwear,2,339.98,104,8.5,No,0,0,0,0,Not returned,227.48,227.48
ORD21727,CUST10296,Occasional Returner,2024-06-04,2024-06,Footwear,2,317.82,104,8.5,No,0,0,0,0,Not returned,205.32,205.32
ORD22054,CUST10354,Occasional Returner,2024-06-04,2024-06,Footwear,1,134.44,52,8.5,No,0,0,0,0,Not returned,73.94,73.94
ORD22346,CUST10396,Bracket Buyer,2024-06-04,2024-06,Denim,4,328.64,128,8.5,Yes,3,246.48,42,9.5,Ordered multiple sizes,192.14,-105.84
ORD22483,CUST10419,Occasional Returner,2024-06-04,2024-06,Denim,1,86.33,32,8.5,No,0,0,0,0,Not returned,45.83,45.83
ORD22894,CUST10490,Loyal Buyer,2024-06-04,2024-06,Accessories,2,92.46,44,8.5,No,0,0,0,0,Not returned,39.96,39.96
ORD23086,CUST10518,Loyal Buyer,2024-06-04,2024-06,Footwear,1,169.29,52,8.5,No,0,0,0,0,Not returned,108.79,108.79
ORD23221,CUST10540,Serial Returner,2024-06-04,2024-06,Footwear,1,153.38,52,8.5,No,0,0,0,0,Not returned,92.88,92.88
ORD23388,CUST10567,Occasional Returner,2024-06-04,2024-06,Accessories,2,161.26,44,8.5,No,0,0,0,0,Not returned,108.76,108.76
ORD23710,CUST10620,Loyal Buyer,2024-06-04,2024-06,Footwear,1,156.99,52,8.5,No,0,0,0,0,Not returned,96.49,96.49
ORD24077,CUST10690,Loyal Buyer,2024-06-04,2024-06,Denim,1,84.95,32,8.5,No,0,0,0,0,Not returned,44.45,44.45
ORD24899,CUST10828,Serial Returner,2024-06-04,2024-06,Footwear,2,271.8,104,8.5,No,0,0,0,0,Not returned,159.3,159.3
ORD24962,CUST10838,Occasional Returner,2024-06-04,2024-06,Footwear,1,136.57,52,8.5,Yes,1,136.57,16,9.5,Quality issue,76.07,-86.0
ORD25185,CUST10875,Loyal Buyer,2024-06-04,2024-06,Tops,1,48.52,16,8.5,No,0,0,0,0,Not returned,24.02,24.02
ORD25352,CUST10902,Occasional Returner,2024-06-04,2024-06,Footwear,2,238.34,104,8.5,No,0,0,0,0,Not returned,125.84,125.84
ORD26141,CUST11039,Loyal Buyer,2024-06-04,2024-06,Tops,2,130.86,32,8.5,No,0,0,0,0,Not returned,90.36,90.36
ORD26378,CUST11082,Serial Returner,2024-06-04,2024-06,Denim,1,94.01,32,8.5,No,0,0,0,0,Not returned,53.51,53.51
ORD26649,CUST11127,Occasional Returner,2024-06-04,2024-06,Accessories,1,76.67,22,8.5,No,0,0,0,0,Not returned,46.17,46.17
ORD26933,CUST11176,Serial Returner,2024-06-04,2024-06,Accessories,1,71.05,22,8.5,Yes,1,71.05,8,9.5,Changed mind,40.55,-48.0
ORD27009,CUST11191,Loyal Buyer,2024-06-04,2024-06,Tops,1,47.97,16,8.5,No,0,0,0,0,Not returned,23.47,23.47
ORD27159,CUST11216,Serial Returner,2024-06-04,2024-06,Tops,1,47.5,16,8.5,No,0,0,0,0,Not returned,23.0,23.0
